0.000000	1666.666667	739.466667	774.500000	881.466667	901.500000	960.633333	887.766667	2917122.833333	1084006.533333	408906.933333	582599.833333
1666.666667	0.000000	1056.733333	1091.766667	1198.733333	1218.766667	1277.900000	1205.033333	2917440.100000	1084323.800000	409224.200000	582917.100000
739.466667	1056.733333	0.000000	164.566667	271.533333	291.566667	350.700000	277.833333	2916512.900000	1083396.600000	408297.000000	581989.900000
774.500000	1091.766667	164.566667	0.000000	306.566667	326.600000	385.733333	312.866667	2916547.933333	1083431.633333	408332.033333	582024.933333
881.466667	1198.733333	271.533333	306.566667	0.000000	433.566667	492.700000	419.833333	2916654.900000	1083538.600000	408439.000000	582131.900000
901.500000	1218.766667	291.566667	326.600000	433.566667	0.000000	512.733333	439.866667	2916674.933333	1083558.633333	408459.033333	582151.933333
960.633333	1277.900000	350.700000	385.733333	492.700000	512.733333	0.000000	499.000000	2916734.066667	1083617.766667	408518.166667	582211.066667
887.766667	1205.033333	277.833333	312.866667	419.833333	439.866667	499.000000	0.000000	2916661.200000	1083544.900000	408445.300000	582138.200000
2917122.833333	2917440.100000	2916512.900000	2916547.933333	2916654.900000	2916674.933333	2916734.066667	2916661.200000	0.000000	3999779.966667	3324680.366667	3498373.266667
1084006.533333	1084323.800000	1083396.600000	1083431.633333	1083538.600000	1083558.633333	1083617.766667	1083544.900000	3999779.966667	0.000000	1491564.066667	1665256.966667
408906.933333	409224.200000	408297.000000	408332.033333	408439.000000	408459.033333	408518.166667	408445.300000	3324680.366667	1491564.066667	0.000000	990157.366667
582599.833333	582917.100000	581989.900000	582024.933333	582131.900000	582151.933333	582211.066667	582138.200000	3498373.266667	1665256.966667	990157.366667	0.000000
