0.000000	463.233333	475.166667	382.100000	364.333333	363.800000	360.833333	361.866667	9663.066667	3538.833333	1836.000000	30196.633333
463.233333	0.000000	237.533333	144.466667	126.700000	126.166667	123.200000	124.233333	9425.433333	3301.200000	1598.366667	29959.000000
475.166667	237.533333	0.000000	156.400000	138.633333	138.100000	135.133333	136.166667	9437.366667	3313.133333	1610.300000	29970.933333
382.100000	144.466667	156.400000	0.000000	45.566667	45.033333	42.066667	43.100000	9344.300000	3220.066667	1517.233333	29877.866667
364.333333	126.700000	138.633333	45.566667	0.000000	27.266667	24.300000	25.333333	9326.533333	3202.300000	1499.466667	29860.100000
363.800000	126.166667	138.100000	45.033333	27.266667	0.000000	23.766667	24.800000	9326.000000	3201.766667	1498.933333	29859.566667
360.833333	123.200000	135.133333	42.066667	24.300000	23.766667	0.000000	21.833333	9323.033333	3198.800000	1495.966667	29856.600000
361.866667	124.233333	136.166667	43.100000	25.333333	24.800000	21.833333	0.000000	9324.066667	3199.833333	1497.000000	29857.633333
9663.066667	9425.433333	9437.366667	9344.300000	9326.533333	9326.000000	9323.033333	9324.066667	0.000000	12501.033333	10798.200000	39158.833333
3538.833333	3301.200000	3313.133333	3220.066667	3202.300000	3201.766667	3198.800000	3199.833333	12501.033333	0.000000	4673.966667	33034.600000
1836.000000	1598.366667	1610.300000	1517.233333	1499.466667	1498.933333	1495.966667	1497.000000	10798.200000	4673.966667	0.000000	31331.766667
30196.633333	29959.000000	29970.933333	29877.866667	29860.100000	29859.566667	29856.600000	29857.633333	39158.833333	33034.600000	31331.766667	0.000000
