0.000000	5.533333	5.200000	3.766667	3.200000	3.066667	3.033333	2.833333	46.066667	74.666667	26.766667	15.366667
5.533333	0.000000	4.533333	5.666667	7.433333	6.700000	7.166667	7.766667	48.666667	74.066667	33.000000	13.600000
5.200000	4.533333	0.000000	4.400000	5.633333	5.400000	5.600000	6.066667	48.133333	77.900000	30.766667	14.833333
3.766667	5.666667	4.400000	0.000000	4.166667	4.400000	4.166667	3.766667	43.366667	75.300000	25.966667	15.233333
3.200000	7.433333	5.633333	4.166667	0.000000	0.433333	0.333333	0.300000	44.900000	74.133333	25.366667	15.666667
3.066667	6.700000	5.400000	4.400000	0.433333	0.000000	0.200000	0.500000	44.866667	73.533333	25.466667	15.733333
3.033333	7.166667	5.600000	4.166667	0.333333	0.200000	0.000000	0.333333	45.066667	73.866667	25.700000	15.833333
2.833333	7.766667	6.066667	3.766667	0.300000	0.500000	0.333333	0.000000	44.266667	73.800000	24.533333	16.333333
46.066667	48.666667	48.133333	43.366667	44.900000	44.866667	45.066667	44.266667	0.000000	72.333333	13.866667	57.100000
74.666667	74.066667	77.900000	75.300000	74.133333	73.533333	73.866667	73.800000	72.333333	0.000000	50.500000	85.500000
26.766667	33.000000	30.766667	25.966667	25.366667	25.466667	25.700000	24.533333	13.866667	50.500000	0.000000	41.166667
15.366667	13.600000	14.833333	15.233333	15.666667	15.733333	15.833333	16.333333	57.100000	85.500000	41.166667	0.000000
