0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.022724	0.015906	0.024354	0.015606	0.015431	0.015418	0.020980	0.016849	0.015930	0.015423	0.016592	0.018828	0.018880	0.015495	0.015662	0.015380	0.017631	0.016139	0.022444	0.015287	0.000000	0.000000	0.015387	0.017906	0.015844	0.015301	0.022418	0.015372	0.015797	0.025168	0.015408	0.028991	0.017769	0.000000	0.019844	0.016110	0.015549	0.016035	0.015670	0.019958	0.016758	0.016919	0.015665	0.015548	0.015558	0.018760	0.015497	0.015600	0.016680	0.022472	0.022648	0.016173	0.000000	0.016452	0.000000	0.015761	0.015554	0.017542	0.018680	0.019958	0.022592	0.015492	0.016452	0.018194	0.000000	0.015646	0.000000	0.018418	0.000000	0.015338	0.015414	0.015344	0.015426	0.015359	0.015280	0.015276	0.015268	0.015262	0.015265	0.015270	0.015362	0.015287	0.015344	0.015419	0.015460	0.015384	0.015424	0.015387	0.015446	0.015374	0.015379	0.015393	0.015367	0.000000	0.000000	0.000000	0.000000	0.000000	0.015936	0.000000	0.000000	0.000000	0.029666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.022724	0.000000	0.008216	0.016730	0.007913	0.007738	0.007724	0.013330	0.009166	0.008240	0.007729	0.008907	0.011160	0.011213	0.007802	0.007970	0.007686	0.009955	0.008451	0.014805	0.007592	0.023055	0.000000	0.007693	0.010232	0.008154	0.007606	0.014779	0.007678	0.008106	0.017550	0.007714	0.021403	0.010093	0.023934	0.012184	0.008422	0.007856	0.008346	0.007978	0.012299	0.009074	0.009236	0.007973	0.007855	0.007865	0.011092	0.007803	0.007907	0.008996	0.014833	0.015010	0.008484	0.000000	0.008766	0.000000	0.008070	0.007862	0.009864	0.011011	0.012299	0.014954	0.007798	0.008766	0.010521	0.022894	0.007954	0.000000	0.010747	0.000000	0.007643	0.007720	0.007649	0.007732	0.007664	0.007585	0.007581	0.007573	0.007567	0.007570	0.007575	0.007668	0.007591	0.007649	0.007725	0.007767	0.007690	0.007730	0.007693	0.007753	0.007680	0.007685	0.007699	0.007673	0.000000	0.000000	0.000000	0.000000	0.000000	0.008246	0.000000	0.000000	0.000000	0.022083	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027704	0.000000
0.000000	0.000000	0.015906	0.008216	0.000000	0.009926	0.001049	0.000872	0.000858	0.006503	0.002310	0.001378	0.000864	0.002050	0.004318	0.004372	0.000937	0.001106	0.000820	0.003105	0.001591	0.007988	0.000726	0.016296	0.000000	0.000827	0.003384	0.001291	0.000740	0.007962	0.000812	0.001243	0.010752	0.000849	0.014632	0.003244	0.017181	0.005350	0.001561	0.000991	0.001485	0.001115	0.005465	0.002218	0.002381	0.001110	0.000990	0.001000	0.004250	0.000938	0.001043	0.002139	0.008017	0.008195	0.001624	0.000000	0.001908	0.000000	0.001207	0.000997	0.003014	0.004169	0.005465	0.008138	0.000933	0.001908	0.003675	0.016133	0.001090	0.000000	0.003903	0.000000	0.000777	0.000855	0.000783	0.000867	0.000798	0.000719	0.000714	0.000706	0.000700	0.000703	0.000709	0.000802	0.000725	0.000783	0.000860	0.000901	0.000824	0.000865	0.000827	0.000887	0.000814	0.000819	0.000833	0.000807	0.000000	0.000000	0.027367	0.000000	0.000000	0.001385	0.000000	0.000000	0.000000	0.015317	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020977	0.000000
0.000000	0.000000	0.024354	0.016730	0.009926	0.000000	0.009540	0.009365	0.009351	0.014948	0.010790	0.009866	0.009356	0.010532	0.012782	0.012834	0.009429	0.009597	0.009313	0.011578	0.010077	0.016420	0.009220	0.024657	0.000000	0.009320	0.011855	0.009780	0.009233	0.016395	0.009305	0.009732	0.019161	0.009341	0.023008	0.011716	0.025534	0.013804	0.010048	0.009483	0.009972	0.009605	0.013919	0.010699	0.010861	0.009600	0.009482	0.009492	0.012714	0.009430	0.009534	0.010621	0.016448	0.016625	0.010110	0.000000	0.010391	0.000000	0.009697	0.009488	0.011488	0.012633	0.013919	0.016569	0.009425	0.010392	0.012144	0.024496	0.009581	0.000000	0.012369	0.000000	0.009270	0.009348	0.009277	0.009359	0.009292	0.009213	0.009208	0.009200	0.009194	0.009197	0.009203	0.009295	0.009219	0.009277	0.009352	0.009394	0.009317	0.009357	0.009320	0.009380	0.009307	0.009312	0.009326	0.009300	0.000000	0.000000	0.000000	0.000000	0.000000	0.009873	0.000000	0.000000	0.000000	0.023687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029298	0.000000
0.000000	0.000000	0.015606	0.007913	0.001049	0.009540	0.000000	0.000568	0.000554	0.006200	0.002006	0.001073	0.000559	0.001746	0.004015	0.004068	0.000632	0.000802	0.000516	0.002801	0.001286	0.007686	0.000421	0.015996	0.000000	0.000523	0.003080	0.000987	0.000435	0.007660	0.000508	0.000939	0.010451	0.000544	0.014332	0.002940	0.016881	0.005047	0.001257	0.000687	0.001181	0.000810	0.005162	0.001914	0.002077	0.000805	0.000686	0.000696	0.003947	0.000634	0.000739	0.001835	0.007714	0.007893	0.001320	0.000000	0.001603	0.000000	0.000903	0.000693	0.002710	0.003865	0.005162	0.007836	0.000629	0.001604	0.003372	0.015833	0.000786	0.000000	0.003599	0.000000	0.000472	0.000550	0.000479	0.000562	0.000494	0.000414	0.000410	0.000402	0.000395	0.000399	0.000404	0.000498	0.000421	0.000479	0.000555	0.000597	0.000520	0.000560	0.000523	0.000583	0.000509	0.000514	0.000529	0.000503	0.000000	0.000000	0.027070	0.000000	0.000000	0.001080	0.000000	0.000000	0.000000	0.015017	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020678	0.000000
0.000000	0.000000	0.015431	0.007738	0.000872	0.009365	0.000568	0.000000	0.000377	0.006024	0.001830	0.000897	0.000382	0.001569	0.003839	0.003892	0.000456	0.000625	0.000339	0.002624	0.001110	0.007511	0.000245	0.015822	0.000000	0.000346	0.002904	0.000810	0.000258	0.007485	0.000331	0.000762	0.010276	0.000367	0.014157	0.002764	0.016707	0.004871	0.001080	0.000510	0.001004	0.000633	0.004986	0.001738	0.001901	0.000628	0.000509	0.000519	0.003771	0.000457	0.000562	0.001658	0.007539	0.007717	0.001143	0.000000	0.001427	0.000000	0.000726	0.000516	0.002533	0.003689	0.004986	0.007660	0.000452	0.001427	0.003195	0.015659	0.000609	0.000000	0.003423	0.000000	0.000296	0.000374	0.000302	0.000386	0.000317	0.000237	0.000233	0.000225	0.000219	0.000222	0.000227	0.000321	0.000244	0.000302	0.000378	0.000420	0.000343	0.000384	0.000346	0.000406	0.000333	0.000338	0.000352	0.000326	0.000000	0.000000	0.026898	0.000000	0.000000	0.000904	0.000000	0.000000	0.000000	0.014843	0.000000	0.000000	0.000000	0.029940	0.000000	0.000000	0.000000	0.000000	0.000000	0.020505	0.000000
0.000000	0.000000	0.015418	0.007724	0.000858	0.009351	0.000554	0.000377	0.000000	0.006010	0.001816	0.000883	0.000368	0.001555	0.003825	0.003878	0.000442	0.000611	0.000325	0.002610	0.001096	0.007496	0.000231	0.015808	0.000000	0.000332	0.002890	0.000796	0.000244	0.007471	0.000317	0.000748	0.010262	0.000353	0.014144	0.002750	0.016693	0.004857	0.001066	0.000496	0.000990	0.000619	0.004972	0.001724	0.001887	0.000614	0.000495	0.000505	0.003756	0.000443	0.000548	0.001644	0.007525	0.007703	0.001129	0.000000	0.001413	0.000000	0.000712	0.000502	0.002519	0.003675	0.004972	0.007646	0.000438	0.001413	0.003181	0.015646	0.000595	0.000000	0.003409	0.000000	0.000282	0.000360	0.000288	0.000371	0.000303	0.000223	0.000219	0.000211	0.000205	0.000208	0.000213	0.000307	0.000230	0.000288	0.000364	0.000406	0.000329	0.000370	0.000332	0.000392	0.000319	0.000324	0.000338	0.000312	0.000000	0.000000	0.026884	0.000000	0.000000	0.000890	0.000000	0.000000	0.000000	0.014829	0.000000	0.000000	0.000000	0.029926	0.000000	0.000000	0.000000	0.000000	0.000000	0.020491	0.000000
0.000000	0.000000	0.020980	0.013330	0.006503	0.014948	0.006200	0.006024	0.006010	0.000000	0.007421	0.006494	0.005982	0.007162	0.009419	0.009472	0.006055	0.006224	0.005939	0.008212	0.006705	0.013070	0.005845	0.021335	0.000000	0.005946	0.008489	0.006408	0.005859	0.013045	0.005931	0.006360	0.015820	0.005967	0.019680	0.008350	0.022215	0.010445	0.006676	0.006109	0.006600	0.006232	0.010560	0.007330	0.007492	0.006227	0.006108	0.006118	0.009351	0.006056	0.006161	0.007251	0.013098	0.013276	0.006739	0.000000	0.007021	0.000000	0.006324	0.006115	0.008121	0.009270	0.010560	0.013219	0.006051	0.007021	0.008779	0.021174	0.006208	0.000000	0.009006	0.000000	0.005896	0.005973	0.005902	0.005985	0.005917	0.005838	0.005833	0.005826	0.005819	0.005823	0.005828	0.005921	0.005844	0.005902	0.005978	0.006020	0.005943	0.005983	0.005946	0.006006	0.005933	0.005938	0.005952	0.005926	0.000000	0.000000	0.000000	0.000000	0.000000	0.006501	0.000000	0.000000	0.000000	0.020362	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025992	0.000000
