0.000000	4.466667	4.100000	4.133333	2.466667	2.433333	2.600000	2.666667	129.833333	57.733333	9.433333	11.433333
4.466667	0.000000	3.333333	4.433333	3.766667	4.333333	4.100000	3.966667	124.900000	51.966667	4.666667	13.266667
4.100000	3.333333	0.000000	2.600000	3.233333	3.566667	3.333333	3.133333	127.333333	55.566667	5.366667	11.833333
4.133333	4.433333	2.600000	0.000000	2.100000	2.233333	2.266667	1.933333	129.400000	57.233333	7.833333	11.900000
2.466667	3.766667	3.233333	2.100000	0.000000	0.300000	0.266667	0.266667	129.166667	57.000000	7.000000	12.500000
2.433333	4.333333	3.566667	2.233333	0.300000	0.000000	0.233333	0.366667	129.433333	57.266667	7.400000	12.433333
2.600000	4.100000	3.333333	2.266667	0.266667	0.233333	0.000000	0.200000	129.266667	57.100000	7.366667	12.466667
2.666667	3.966667	3.133333	1.933333	0.266667	0.366667	0.200000	0.000000	129.100000	56.933333	7.200000	12.500000
129.833333	124.900000	127.333333	129.400000	129.166667	129.433333	129.266667	129.100000	0.000000	28.166667	115.966667	137.600000
57.733333	51.966667	55.566667	57.233333	57.000000	57.266667	57.100000	56.933333	28.166667	0.000000	52.000000	65.433333
9.433333	4.666667	5.366667	7.833333	7.000000	7.400000	7.366667	7.200000	115.966667	52.000000	0.000000	16.700000
11.433333	13.266667	11.833333	11.900000	12.500000	12.433333	12.466667	12.500000	137.600000	65.433333	16.700000	0.000000
