0.000000	2.733333	2.300000	2.066667	2.166667	2.166667	2.000000	2.166667	5.966667	23.500000	35.933333	27.600000
2.733333	0.000000	2.100000	2.200000	2.133333	2.100000	2.233333	2.166667	8.433333	24.733333	37.533333	26.766667
2.300000	2.100000	0.000000	0.100000	0.133333	0.033333	0.200000	0.100000	7.400000	24.666667	35.500000	28.033333
2.066667	2.200000	0.100000	0.000000	0.100000	0.100000	0.166667	0.100000	7.300000	24.500000	35.466667	28.066667
2.166667	2.133333	0.133333	0.100000	0.000000	0.133333	0.100000	0.133333	7.266667	24.600000	35.600000	28.100000
2.166667	2.100000	0.033333	0.100000	0.133333	0.000000	0.200000	0.066667	7.333333	24.600000	35.666667	28.033333
2.000000	2.233333	0.200000	0.166667	0.100000	0.200000	0.000000	0.200000	7.366667	24.433333	35.433333	28.000000
2.166667	2.166667	0.100000	0.100000	0.133333	0.066667	0.200000	0.000000	7.266667	24.600000	35.566667	28.166667
5.966667	8.433333	7.400000	7.300000	7.266667	7.333333	7.366667	7.266667	0.000000	26.533333	41.733333	34.966667
23.500000	24.733333	24.666667	24.500000	24.600000	24.600000	24.433333	24.600000	26.533333	0.000000	14.933333	21.700000
35.933333	37.533333	35.500000	35.466667	35.600000	35.666667	35.433333	35.566667	41.733333	14.933333	0.000000	24.966667
27.600000	26.766667	28.033333	28.066667	28.100000	28.033333	28.000000	28.166667	34.966667	21.700000	24.966667	0.000000
